iter	Passed	Remaining
1162	7540	24879
1163	7546	24868
1164	7552	24863
1165	7559	24856
1166	7564	24845
1167	7569	24835
1168	7574	24824
1169	7580	24815
1170	7587	24809
1171	7592	24799
1172	7599	24792
1173	7604	24781
1174	7609	24771
1175	7614	24761
1176	7620	24750
1177	7624	24737
1178	7629	24727
1179	7635	24718
1180	7640	24706
1181	7646	24700
1182	7652	24690
1183	7657	24680
1184	7662	24669
1185	7667	24659
1186	7673	24648
1187	7679	24640
1188	7684	24630
1189	7689	24618
1190	7696	24613
1191	7701	24604
1192	7707	24594
1193	7713	24586
1194	7718	24575
1195	7723	24565
1196	7728	24554
1197	7734	24546
1198	7739	24536
1199	7746	24530
1200	7753	24524
1201	7759	24519
1202	7765	24509
1203	7771	24502
1204	7777	24493
1205	7783	24486
1206	7788	24475
1207	7795	24471
1208	7801	24461
1209	7806	24452
1210	7812	24442
1211	7817	24433
1212	7823	24424
1213	7830	24419
1214	7835	24410
1215	7841	24403
1216	7848	24397
1217	7855	24392
1218	7863	24389
1219	7868	24379
1220	7874	24372
1221	7880	24364
1222	7887	24359
1223	7895	24357
1224	7901	24350
1225	7908	24344
1226	7914	24338
1227	7921	24331
1228	7929	24329
1229	7936	24324
1230	7942	24318
1231	7950	24316
1232	7959	24317
1233	7985	24371
1234	8005	24404
1235	8017	24415
1236	8025	24412
1237	8034	24413
1238	8046	24424
1239	8054	24421
1240	8060	24414
1241	8066	24408
1242	8072	24399
1243	8078	24392
1244	8085	24387
1245	8092	24380
1246	8099	24375
1247	8106	24372
1248	8114	24368
1249	8119	24359
1250	8126	24353
1251	8133	24349
1252	8141	24347
1253	8149	24344
1254	8156	24338
1255	8164	24337
1256	8173	24338
1257	8188	24356
1258	8196	24355
1259	8201	24345
1260	8209	24340
1261	8217	24339
1262	8224	24334
1263	8231	24331
1264	8238	24325
1265	8244	24315
1266	8249	24305
1267	8256	24299
1268	8262	24292
1269	8268	24285
1270	8275	24278
1271	8280	24270
1272	8287	24264
1273	8293	24256
1274	8300	24249
1275	8306	24242
1276	8312	24234
1277	8443	24589
1278	8457	24605
1279	8463	24598
1280	8471	24593
1281	8553	24806
